kriol,english
"yumob nomo oldei wandi jinggabat det brabli nogudbala dei, bat ola nogudbala ting weya yumob oldei dumbat meigim det dei kaman mowa gulijap.","Alas for you who put far away the evil day, and cause the seat of violence to come near,"
"wal im waif bin askim im, ""wotfo yu oldei rispekbat langa god? wotfo yu kaan tok nogudbalawei blanga im, wulijim yu gin dai?"" lagijat na im waif bin tok.","Then his wife said to him, ""Do you still maintain your integrity? Renounce God, and die."""
"wal dubala garra go langa det seim pleis, langa det graun. deibin ol kamat brom det seim graun, en dei garra gobek langa det seim graun.","All go to one place. All are from the dust, and all turn to dust again."
yu na bin meigim ola springwoda en lilwan krik randan. en yu na bin draiyimap ola bigwan riba.,You opened up spring and stream. You dried up mighty rivers.
"jerusalem, hebran,","the king of Jerusalem, one; the king of Hebron, one;"
yawei im lukaftumbat ola wikwan pipul. imbin seibum mi wen aibin abum trabul.,"Yahweh preserves the simple. I was brought low, and he saved me."
"""detlot men garra meigim det speshalwan shet gulum ifad garram bluwan, pepulwan en redwan wul en garram golwan thred en gudwan matiriyal, en dei garra pudum olkain purdiwan sheip langa det matiriyal.","""They shall make the ephod of gold, blue, purple, scarlet, and fine twined linen, the work of the skillful workman."
"bat im nomo bin go insaid langa det king geit weya dei abum det miting pleis, dumaji enibodi hu werrimon sekbeigwan klos nomo bin lau gowin deya.","He came even before the king's gate, for no one is allowed inside the king's gate clothed with sackcloth."
"en deya na det boswan dibuldibul neim seitin bin temtimbat im blanga 40 deis. wal jisas nomo bin dagadagat eni daga wen imbin jidanbat deya langa det bush kantri, en langa det laswan dei imbin brabli hanggri,","for forty days, being tempted by the devil. He ate nothing in those days. Afterward, when they were completed, he was hungry."
"wal mi na yawei det boswan god garra panishim yumob. ai garra majurrumap main ship olabat en deigimbek olabat brom yumob, en yumob kaan jidan stakmen enimo na, en ai kaan larram yumob blanga kilim en dagat olabat bif.'""","therefore, you shepherds, hear Yahweh's word!"""
"bat langa det dei wen im garra kaman, hu gin jidan laibala? nobodi. hu gin jandap lida langa im? nobodi. yu sabi hau det hotwan faiya binijimap det rabishwan pat langa det silba o gol. wal wen im kaman bambai im garra binijimap ola nogudwan ting insaid langa im pipul olabat. yu sabi hau det sop deigidawei det dardiwan pat brom ola klos. wal lagijat du im garra deigidawei ola nogudwan brom im pipul olabat.","""But who can endure the day of his coming? And who will stand when he appears? For he is like a refiner's fire, and like launderers' soap;"
"malai, mushai en jasaiya, olabat bin det femili lain blanga merarai.",The sons of Merari: Mahli and Mushi. The son of Jaaziah: Beno.
"wal det taim na wen jisas bin bon langa bethlahem, deya langa judiya, det king blanga det kantri bin neim herod. deibin abum sambala klebabalamen langa det najawan kantri sanraiswei hubin oldei lukinatbat ola sta, en deibin luk wanbala speshalwan sta bin kamat. deibin sabi det sta bin kamat blanga shoum ola pipul jisas bin bon. wal detlot klebabalamen bin go langa jerusalem,","Now when Jesus was born in Bethlehem of Judea in the days of King Herod, behold, wise men from the east came to Jerusalem, saying,"
"jis laik wen sambodi trai blanga faindim brabli gudwan gol, seimwei im garra brabli adbala blanga faindim eni laibala pipul.","I will make people more rare than fine gold, even a person than the pure gold of Ophir."
"en wen detlot isreil pipul bin faindat, deibin bulurrum detlot pipul, en thrideistaim deibin kamat langa det fobala taun weya detlot pipul bin oldei jidan. det fobala taun na deibin gulum gibiyan, kefara, biroth en kiriyajerim.","The children of Israel traveled and came to their cities on the third day. Now their cities were Gibeon, Chephirah, Beeroth, and Kiriath Jearim."
"ai garra gibit yumob feyago, en yumob kaan bradin blanga det laiyinbala stori. ai garra deigimwei ol detlot ting blanga yumob weya meigimbat yumob wori oldei.","You will be established in righteousness. You will be far from oppression, for you will not be afraid, and far from terror, for it shall not come near you."
"wal yawei det boswan god bin kipgon tok, ""det geit weya jidan sanraiswei langa det insaidwan kotyad im kaan jidan opinwan langa siksbala dei, bat langa det sebathdei en langa det nyumanth serramoni det geit garra jidan opinwan.","""'The Lord Yahweh says: ""The gate of the inner court that looks toward the east shall be shut the six working days; but on the Sabbath day it shall be opened, and on the day of the new moon it shall be opened."
"wal wen denyul bin irrim imbin pudum im mak langa det strongbala oda, imbin gobek langa im kemp. langa im rum det windo bin feising langa jerusalemwei. deya na weya imbin oldei prei langa det opinwan windo, imbin nildan en prei langa god. imbin dum laigijat 3 taim ebridei.","When Daniel knew that the writing was signed, he went into his house (now his windows were open in his room toward Jerusalem) and he kneeled on his knees three times a day, and prayed, and gave thanks before his God, as he did before."
detlot enimul bin oldei spredimat olabat dubala topwan wing wulijim dei gin tatjim miselp en deibin oldei pudumbek det naja dubala wing insaidwei langa olabat bodi.,"Such were their faces. Their wings were spread out above. Two wings of each one touched another, and two covered their bodies."
"en ai wandim ola wuman garra dresimap miselp raitwei. dei kaan werrimon detkain klos weya meigim men wandim olabat, en dei kaan dresimap miselp praudbalawei. dei kaan taiyimap det heya blanga olabat olkainwei en werrimon gol en purdiwan nekleis en detkain klos weya kos bigmob mani blanga meigim pipul laigim olabat.","In the same way, that women also adorn themselves in decent clothing, with modesty and propriety, not with braided hair, gold, pearls, or expensive clothing,"
"bat wen detlot fama bin luk det san blanga det boswan, deibin tok gija, 'dijan blanga det boswan san. wal kaman na. wi garra kilim im ded wulijim wi garra abum dijan gadin blanga wi ronselp.'","""But when the farmers saw him, they reasoned among themselves, saying, 'This is the heir. Come, let's kill him, that the inheritance may be ours.'"
"""ebrijing god bin tok im trubalawan. en god im maindimbat detlot pipul hu kaman langa im blanga jidan seifwan.","""Every word of God is flawless. He is a shield to those who take refuge in him."
"beina det san blanga ahilad bin bos blanga det dubala taun gulum tanak en magido, en ol detlot kantri gulijap langa det taun gulum bethshan. imbin gulijap langa det taun gulum serathan, en im jidan sauthwei brom det taun gulum jesriyel, en det kantri im go raidap langa det dubala taun gulum eibulmehola en jokmiyam.","Baana the son of Ahilud, in Taanach and Megiddo, and all Beth Shean which is beside Zarethan, beneath Jezreel, from Beth Shean to Abel Meholah, as far as beyond Jokmeam;"
"wal yawei bin dalim mosis na blanga dalim detlot isreil pipul, ""yumob garra werrimon bluwan string en pudum sambala wuliwan ting langa olabat kout du, wulijim tharran na garra meigim yumob jinggabat mi. ebritaim wen yumob luk detlot wuliwan ting, yumob garra jinggabat ol main wed en duwit, en yumob kaan gowei brom mi en bulurrum yumob ronwei.","Yahweh spoke to Moses, saying,"
wen imbin tok dijan wel bin kamat. wen imbin gibit oda ebrijing bin kamat.,"For he spoke, and it was done. He commanded, and it stood firm."
"det juda klen bin gedim olabat kantri langa sauthsaid, en det dubala klen blanga josef bin gedim olabat kantri langa nowathsaid. wal ai wandim thribala men brom detlot sebenbala klen hu nomo garram olabat kantri, en dei garra go ebriweya langa detlot kantri blanga makam detlot kantri weya yumob wandim. dei garra kadimat sebenbala kantri,","Appoint for yourselves three men from each tribe. I will send them, and they shall arise, walk through the land, and describe it according to their inheritance; then they shall come to me."
"""en langa det taim na, deya langa ijip olabat garra pudumap ofring teibul blanga yawei. en langa det boda blanga ijip dei garra jandimap wan bigwan ston blanga jinggabat yawei.","In that day, there will be an altar to Yahweh in the middle of the land of Egypt, and a pillar to Yahweh at its border."
wulijim yu fam garra jidan garram olkain frut daga en detlot nyuwan wain garra jidan raitful langa detlot wodadram.,"so your barns will be filled with plenty, and your vats will overflow with new wine."
"wal aibin jandap lida langa detlot serramonimen en langa ol detlot pipul hubin jandapbat insaid langa det serramoni pleis, en aibin tok langa henanaiya.","Then the prophet Jeremiah said to the prophet Hananiah in the presence of the priests, and in the presence of all the people who stood in Yahweh's house,"
"""wal ol yumob mesinja hubin oldei abum drim en tok wanim garra hepin, yumob garra sheim miselp en blandim miselp brom ola pipul, dumaji yumob garra lujim det pawa, en god kaan shoum yumob enijing na.","The seers shall be disappointed, and the diviners confounded. Yes, they shall all cover their lips, for there is no answer from God."""
"nomo eni drimin sheip bin tok blanga dijan, en olabat nomo bin ensim ol main kwestjan olabat.","When I look, there is no man, even among them there is no counselor who, when I ask, can answer a word."
"god, ai garra oldei gibit yu theingks blanga wanim yubin dum. wen yu pipul olabat majurrumap miselp, ai garra dalimbat olabat, yu na brabli gudwan.","I will give you thanks forever, because you have done it. I will hope in your name, for it is good, in the presence of your saints."
"maikaiya bin kipgon tok blanga im drim, ""lisin langa wanim yawei tok na! aibin luk yawei jidan deya ontop langa skai langa im speshalwan tjeya garram ola einjul blanga im jandapbat wansaid langa im.","Micaiah said, ""Therefore hear Yahweh's word. I saw Yahweh sitting on his throne, and all the army of heaven standing by him on his right hand and on his left."
"nomeda im jidan haibala, im garra stil dai. im garra dai jis laik ola enimul.","A man who has riches without understanding, is like the animals that perish."
"wal wan yangboi hubin san blanga pol sista bin irrim blanga det plen blanga olabat, en imbin go langa det haus weya pol bin jidan, en imbin dalim pol blanga det plen,","But Paul's sister's son heard they were lying in wait, and he came and entered into the barracks and told Paul."
"yu garra meigim 20 freimpat blanga jandap langa det sauthsaid,","You shall make twenty boards for the tabernacle, for the south side southward."
"mi garram trabul, god. yu irrim main preya! mi bradin blanga main enamimob. yu seibum main laif!","For the Chief Musician. A Psalm by David. Hear my voice, God, in my complaint. Preserve my life from fear of the enemy."
"beisha det san blanga ahija bin brom isaka klen, en imbin meigim plen blanga kilim king neideb. king neideb en ol im soljamob bin go blanga fait langa detlot filastain pipul deya langa det taun gulum gibathan, en beisha bin kilim king neideb deya na.","Baasha the son of Ahijah, of the house of Issachar, conspired against him; and Baasha struck him at Gibbethon, which belonged to the Philistines; for Nadab and all Israel were besieging Gibbethon."
